Timestamp,CPU_Temp,CPU_Temp2,GPU_Temp
2025-05-03 21:31:21,96.0,39.0,38
2025-05-03 21:31:27,69.0,70.0,39
2025-05-03 21:31:32,74.0,72.0,40
2025-05-03 21:31:37,70.0,70.0,42
2025-05-03 21:31:42,74.0,74.0,42
2025-05-03 21:31:48,78.0,79.0,43
2025-05-03 21:31:53,75.0,75.0,44
2025-05-03 21:31:58,75.0,75.0,45
2025-05-03 21:32:03,82.0,81.0,46
2025-05-03 21:32:09,77.0,78.0,47
2025-05-03 21:32:14,81.0,79.0,48
2025-05-03 21:32:19,81.0,82.0,48
2025-05-03 21:32:25,82.0,83.0,49
2025-05-03 21:32:30,82.0,82.0,49
2025-05-03 21:32:35,83.0,82.0,50
2025-05-03 21:32:40,82.0,83.0,50
2025-05-03 21:32:46,82.0,82.0,51
2025-05-03 21:32:51,84.0,83.0,51
2025-05-03 21:32:56,83.0,82.0,51
2025-05-03 21:33:01,83.0,83.0,51
2025-05-03 21:33:07,83.0,83.0,52
2025-05-03 21:33:12,84.0,84.0,52
2025-05-03 21:33:17,84.0,83.0,52
2025-05-03 21:33:22,83.0,83.0,52
2025-05-03 21:33:28,84.0,83.0,52
2025-05-03 21:33:33,83.0,83.0,52
2025-05-03 21:33:38,84.0,84.0,53
2025-05-03 21:33:44,87.0,86.0,53
2025-05-03 21:33:49,84.0,83.0,53
2025-05-03 21:33:54,86.0,84.0,53
2025-05-03 21:33:59,88.0,84.0,53
2025-05-03 21:34:05,83.0,87.0,53
2025-05-03 21:34:10,86.0,86.0,54
2025-05-03 21:34:15,84.0,86.0,54
2025-05-03 21:34:20,86.0,84.0,54
2025-05-03 21:34:26,86.0,84.0,54
2025-05-03 21:34:31,83.0,83.0,54
2025-05-03 21:34:36,86.0,86.0,54
2025-05-03 21:34:41,88.0,88.0,54
2025-05-03 21:34:47,87.0,84.0,54
2025-05-03 21:34:52,86.0,83.0,54
2025-05-03 21:34:57,87.0,88.0,54
2025-05-03 21:35:02,89.0,88.0,54
2025-05-03 21:35:08,86.0,86.0,54
2025-05-03 21:35:13,86.0,87.0,54
2025-05-03 21:35:18,86.0,84.0,54
2025-05-03 21:35:24,86.0,84.0,54
2025-05-03 21:35:29,86.0,86.0,54
2025-05-03 21:35:34,84.0,84.0,54
2025-05-03 21:35:39,89.0,87.0,54
2025-05-03 21:35:45,86.0,87.0,54
2025-05-03 21:35:50,87.0,87.0,54
2025-05-03 21:35:55,86.0,86.0,54
2025-05-03 21:36:00,86.0,87.0,54
2025-05-03 21:36:06,86.0,84.0,54
2025-05-03 21:36:11,86.0,87.0,54
2025-05-03 21:36:16,82.0,82.0,54
2025-05-03 21:36:21,86.0,86.0,54
2025-05-03 21:36:27,86.0,84.0,54
2025-05-03 21:36:32,86.0,84.0,54
2025-05-03 21:36:37,86.0,86.0,55
2025-05-03 21:36:42,89.0,89.0,55
2025-05-03 21:36:47,84.0,84.0,55
2025-05-03 21:36:53,88.0,88.0,55
2025-05-03 21:36:58,86.0,86.0,55
2025-05-03 21:37:03,87.0,86.0,55
2025-05-03 21:37:09,87.0,86.0,55
2025-05-03 21:37:14,83.0,86.0,55
2025-05-03 21:37:19,87.0,88.0,55
2025-05-03 21:37:24,88.0,86.0,55
2025-05-03 21:37:30,89.0,88.0,55
2025-05-03 21:37:35,84.0,87.0,55
2025-05-03 21:37:40,88.0,87.0,55
2025-05-03 21:37:45,88.0,88.0,55
2025-05-03 21:37:50,86.0,86.0,55
2025-05-03 21:37:56,88.0,88.0,55
2025-05-03 21:38:01,88.0,88.0,55
2025-05-03 21:38:06,87.0,89.0,55
2025-05-03 21:38:12,86.0,84.0,55
2025-05-03 21:38:17,86.0,86.0,55
2025-05-03 21:38:22,88.0,88.0,55
2025-05-03 21:38:27,89.0,91.0,55
2025-05-03 21:38:33,88.0,87.0,55
2025-05-03 21:38:38,88.0,88.0,55
2025-05-03 21:38:43,89.0,89.0,55
2025-05-03 21:38:48,87.0,87.0,55
2025-05-03 21:38:54,87.0,87.0,55
2025-05-03 21:38:59,89.0,89.0,55
2025-05-03 21:39:04,89.0,88.0,55
2025-05-03 21:39:09,89.0,89.0,55
2025-05-03 21:39:15,84.0,87.0,55
2025-05-03 21:39:20,88.0,88.0,55
2025-05-03 21:39:25,86.0,87.0,56
2025-05-03 21:39:30,89.0,89.0,56
2025-05-03 21:39:36,89.0,89.0,56
2025-05-03 21:39:41,92.0,91.0,56
2025-05-03 21:39:46,84.0,86.0,56
2025-05-03 21:39:51,88.0,88.0,56
2025-05-03 21:39:57,87.0,88.0,56
2025-05-03 21:40:02,87.0,89.0,55
2025-05-03 21:40:07,88.0,89.0,56
2025-05-03 21:40:12,86.0,88.0,56
2025-05-03 21:40:18,89.0,92.0,56
2025-05-03 21:40:23,89.0,89.0,56
2025-05-03 21:40:28,89.0,89.0,56
2025-05-03 21:40:33,86.0,86.0,56
2025-05-03 21:40:39,84.0,89.0,56
2025-05-03 21:40:44,86.0,88.0,56
2025-05-03 21:40:49,91.0,91.0,56
2025-05-03 21:40:54,89.0,89.0,56
2025-05-03 21:41:00,86.0,89.0,56
2025-05-03 21:41:05,88.0,87.0,56
2025-05-03 21:41:10,88.0,89.0,56
2025-05-03 21:41:16,86.0,86.0,56
